1504,1082,1
2383,795,1
1669,2205,1
642,1508,2
2897,1196,2
2238,1125,2
1030,2859,1
861,1330,1
740,726,2
2159,312,1
499,392,1
432,1360,2
1409,2445,2
1616,1244,1
606,20,2
2553,637,2
2817,1679,2
965,2145,1
1444,577,2
421,1576,1
2566,2248,2
700,2606,1
1290,780,2
13,1502,2
2779,1170,1
791,313,1
1117,2061,1
426,2881,1
528,1529,1
2952,2325,2
1391,1134,1
2831,1074,1
69,947,1
2557,167,2
1887,1623,2
1004,2034,2
155,2728,2
155,2985,1
411,2065,1
1522,2465,2
1229,2146,1
2535,1486,1
1605,1446,1
1487,1346,2
1536,542,2
951,923,1
827,763,1
18,590,1
2274,1731,1
2967,818,2
1984,2196,2
1735,883,1
1369,133,2
203,1121,2
1343,1621,1
1295,2443,2
251,2156,1
2106,1172,2
2894,1473,1
2263,905,2
2705,2702,1
1242,797,2
1660,1118,2
2742,2231,2
1668,2725,1
2802,1517,2
2404,988,2
1814,1516,2
1817,280,1
2720,2620,1
1780,2041,1
114,765,2
1406,1470,2
2536,2842,1
1503,658,1
1716,1684,2
1806,1852,1
2915,2523,1
518,2450,2
1657,549,1
2476,178,1
1917,304,1
94,806,1
1908,1666,1
2934,1958,1
359,1943,2
444,873,1
441,61,2
951,1769,1
2876,2122,2
2973,2650,2
1462,1879,1
2649,1548,1
2158,1692,2
1240,1748,2
2617,1442,2
1035,2182,1
354,2727,2
2801,328,2
644,975,2
843,1453,2
1471,2804,2
2313,2693,2
861,302,2
459,1467,2
2229,764,1
2295,2627,1
2520,847,1
2776,2131,1
1126,240,1
1415,1558,1
2909,1313,2
342,2331,2
1848,701,1
1872,1744,2
503,2183,2
1161,876,1
2807,355,1
2848,1241,2
1197,1000,2
1996,488,1
1070,2117,1
358,2164,1
2682,870,1
763,1642,2
483,1783,2
2979,1407,2
1401,2845,1
958,2691,1
2568,205,2
2190,1087,1
1103,1280,2
767,1861,1
2421,2454,1
1014,2849,2
1157,1922,2
1552,449,2
485,2317,2
350,2297,2
2518,626,2
2155,2887,2
1826,1358,1
1694,2561,1
2300,2803,1
698,1454,1
588,2833,1
2698,1302,2
1428,1106,1
1622,550,2
1053,1076,1
2245,2008,2
556,439,2
101,2059,2
2112,78,1
1422,1151,1
1687,1552,2
1180,1579,2
2309,741,2
727,1440,1
1211,731,2
931,2636,2
2400,885,2
1773,611,2
1509,1432,1
2362,2252,1
726,356,1
2736,2757,1
522,1565,1
1729,2764,1
2443,805,2
551,1665,2
1482,1227,2
724,1924,2
1017,2202,2
640,2797,2
524,1807,2
2401,1217,2
1718,1191,1
2883,578,2
2113,552,2
994,2957,2
1261,618,2
1850,535,1
868,2083,1
1732,2387,1
1456,2112,2
1893,2856,1
584,1174,1
1915,2173,1
1418,182,1
1109,267,2
2363,2213,1
2951,1746,1
963,33,1
1240,1780,1
2276,426,1
970,560,1
2308,2813,1
308,2905,1
597,999,1
2781,2920,1
207,380,1
1121,2692,1
2590,123,2
2697,2813,2
1131,2176,1
1811,1526,2
836,2475,2
2153,1039,2
295,739,1
2366,1588,2
1285,2730,2
38,428,2
778,2359,1
2788,2313,2
2854,2345,1
2790,468,2
516,1238,2
2730,2015,1
1348,801,2
1867,1471,1
1208,2719,2
2192,368,1
1955,2271,2
1693,2414,1
1779,2594,2
830,422,1
644,1128,2
1512,2899,1
2717,2168,1
1802,167,1
2457,2203,2
2376,1836,1
1072,2850,2
653,2399,2
2180,1716,2
2880,960,1
1516,206,1
814,2875,1
1082,2612,2
498,1593,1
2262,196,1
168,42,1
2427,1311,1
1146,2021,2
2436,1380,1
1710,2227,2
2350,1776,1
463,1457,2
2045,2605,2
489,1271,2
738,4,2
1125,813,1
49,420,1
1223,2224,1
2144,729,1
217,1235,2
2707,2129,1
166,979,2
2895,687,1
2191,218,1
2576,943,2
1650,1442,2
2238,897,2
665,1709,2
337,1894,2
1753,2822,1
2137,2577,2
1609,778,2
23,1870,1
1104,1862,1
2969,758,2
194,2251,1
572,2242,1
2863,1715,2
62,1206,1
1400,514,1
2896,1013,1
228,2638,2
696,2890,1
2769,1196,1
1396,1507,1
2527,2372,2
2172,408,1
55,540,1
945,2543,2
2249,327,2
2483,682,2
1936,2877,1
1831,745,1
2100,2887,2
719,1266,1
1062,1885,2
647,2760,1
1738,2834,1
1883,627,2
1189,2559,2
1790,1228,1
1647,1971,1
2963,699,1
2835,1633,2
1460,1935,2
429,633,1
316,2257,1
2118,1987,2
2030,1864,1
1870,331,2
417,1498,1
237,1434,1
306,1414,2
2681,732,1
1130,2843,1
1607,510,2
2840,800,2
2812,2061,2
2648,1374,1
51,1865,1
465,2648,2
476,1361,2
2844,2442,1
2981,1695,2
1805,2674,1
105,45,1
210,794,1
2241,2402,1
2286,581,1
1019,602,1
2831,277,1
1199,2955,1
1209,1022,1
507,1522,1
552,670,1
2466,2124,1
339,371,2
217,871,2
1110,2696,1
1539,1891,1
154,942,2
2186,530,2
731,2670,2
421,521,2
1207,2474,1
1907,1725,1
2986,793,2
692,209,2
2170,811,1
1254,568,2
2612,1196,2
916,1949,1
2460,1918,1
2366,1476,1
718,2787,1
1952,282,2
1444,1243,1
2820,1556,2
2778,919,1
1025,27,1
1421,401,2
2623,563,1
1652,2632,1
115,362,1
582,2063,2
316,2330,2
759,2625,2
2707,1490,2
971,166,1
890,130,1
268,1956,1
1,1763,2
2192,499,1
1290,2620,2
1805,1401,2
2248,1463,1
2335,2716,2
1353,681,2
634,2841,1
862,1048,2
1232,798,1
2285,534,2
1034,98,1
823,2201,2
2545,1658,2
1933,2409,1
2517,2909,1
1491,1536,2
1693,1139,1
2367,31,1
190,466,2
2864,1451,2
1145,1837,1
2948,1263,2
781,444,2
2587,2346,1
2976,2419,2
2279,837,1
154,1332,2
1374,657,1
1484,223,1
2301,1907,2
1118,2604,2
983,691,2
2994,351,1
75,795,2
978,2482,1
2336,1780,2
2676,2216,2
2477,1836,1
1958,1662,2
1108,765,2
2595,161,2
1888,838,1
1218,754,2
562,775,1
1577,1740,1
1804,923,1
2078,1527,2
2726,1494,2
944,1146,1
1100,300,2
2388,44,1
812,183,1
1916,1127,2
286,832,2
1634,1846,2
270,179,2
2880,1570,2
1826,1172,2
1535,2262,1
2015,2683,2
2547,2077,2
2994,729,1
2902,535,2
2474,2002,2
2217,1499,1
456,2119,1
642,1412,2
2314,611,2
1182,732,1
1016,1639,2
2577,464,2
2092,1113,2
940,1442,2
968,2916,2
1460,680,2
804,1828,2
1915,2584,2
701,656,2
2156,1959,2
1601,1395,1
298,349,1
2892,1075,1
1211,1566,1
2523,795,2
902,2680,2
515,1534,1
2451,2083,2
747,2593,2
471,1063,1
103,1590,1
139,193,1
1041,695,1
1879,1094,1
2574,1123,1
2693,1031,2
2573,507,1
2179,2315,1
2564,2271,1
1818,1467,1
1171,2272,1
2734,268,1
1183,1651,2
2444,1836,1
500,1391,2
1776,2911,1
1683,636,1
1803,2283,1
79,1922,2
647,2340,1
1531,2377,1
2775,2246,1
575,162,1
2102,2905,2
958,2040,2
2054,858,1
1142,1264,1
883,421,2
2767,733,1
2485,2493,1
2628,1658,1
2210,42,1
2636,1923,1
2855,2474,1
2178,1130,1
2414,1674,2
1285,2332,1
1209,892,1
2140,1909,2
2510,479,2
628,1233,1
1346,2931,1
2633,615,1
620,2920,1
1221,1244,1
451,2139,1
213,1493,1
951,1687,1
2502,2930,2
566,209,2
2432,1062,1
439,2023,1
1851,287,1
1357,2656,1
2224,572,2
410,270,1
508,814,2
1350,1179,1
1913,1361,2
1424,1027,1
1852,1042,1
2947,1050,1
1990,448,1
1751,2785,1
2965,2639,1
153,1394,1
1097,2667,2
599,2342,1
486,2114,1
1964,2429,1
94,1487,1
172,925,2
14,2732,1
755,2679,1
863,2532,1
1908,2659,1
202,2130,1
1500,1679,2
2911,1587,1
1367,1660,2
2379,1758,1
1248,848,1
2562,9,1
897,104,2
959,770,2
270,887,1
1839,2167,2
1462,2806,1
1855,1635,2
2645,2952,1
1955,894,2
1738,1038,1
2761,2085,1
746,1518,1
1779,955,1
1428,1890,1
862,129,2
1133,175,2
185,312,2
1944,2417,1
1134,1061,1
1520,2077,1
1655,1607,1
594,2212,1
1759,1767,2
251,1992,1
1279,1383,1
1175,1319,1
1941,2012,1
2729,1563,1
618,2413,2
198,2011,1
1314,2736,2
2125,976,1
2724,2101,1
2690,1916,1
135,2086,2
426,2556,1
1979,852,2
1023,519,1
756,860,2
2326,960,1
2720,568,2
1466,2535,1
2127,947,2
1808,2222,1
730,347,1
2261,384,1
818,1417,1
750,813,2
420,2635,2
817,2058,1
2808,2991,1
1135,1520,2
2347,100,1
1255,1929,2
1184,247,1
1293,903,1
1691,2482,2
1298,1996,2
4,108,1
1316,1885,1
121,1284,2
383,967,2
60,1938,2
631,2767,1
2304,239,1
497,2765,1
1273,1843,1
2153,1871,1
1141,2303,1
176,497,2
1111,1594,2
2995,2765,2
117,1307,1
586,2405,1
2340,1925,1
2639,585,2
2225,2256,1
1496,583,1
2475,348,1
1386,1096,1
2869,80,1
1003,1896,1
1513,969,1
1649,1530,2
853,2548,2
1979,237,2
2382,2823,2
73,1373,2
269,1769,1
1524,663,2
891,1832,2
2315,1968,2
1340,2208,1
694,2814,1
2236,1859,1
2737,1006,2
723,1059,1
957,1134,2
2211,2895,1
2158,742,2
2400,492,2
1013,1472,2
605,831,2
425,2317,1
1331,2300,2
2321,906,2
2181,2292,1
2168,293,1
16,1734,2
861,381,2
339,1057,2
1598,2049,1
610,2067,1
1952,313,2
2020,2758,2
603,321,2
2717,2787,1
576,1295,1
1519,1150,2
834,262,1
2807,618,1
2218,2449,1
2196,1883,1
564,2939,1
2272,18,1
2016,1723,2
1069,1579,2
1448,2305,1
1606,2743,1
1029,159,2
2141,1725,2
811,2352,1
411,101,1
2844,2940,1
1508,2365,1
2234,947,2
2606,1806,1
2519,1791,1
2628,528,1
2162,284,2
1546,2413,1
43,1196,2
719,312,1
2551,2744,1
2580,582,1
2060,748,1
2202,2977,1
180,71,2
1953,149,1
670,962,2
2993,1479,2
2655,2494,1
1608,2976,2
826,789,1
1212,710,2
1796,2382,2
343,37,1
246,445,1
1201,458,1
2276,2433,1
1985,1109,1
2187,1607,1
202,442,1
2580,1639,1
907,1194,1
2493,2232,2
189,1513,2
1377,912,1
416,161,2
2694,2338,1
2976,1808,2
2883,286,2
60,2972,2
2818,782,2
119,865,1
1478,978,2
932,515,1
405,2199,2
2107,2758,2
285,318,2
33,13,1
2363,1247,2
1262,1398,2
2913,2087,2
2279,407,2
2019,2388,2
1982,1516,2
2952,2504,2
89,2256,1
75,2818,2
2867,2768,2
2286,2502,1
2596,937,2
685,1289,2
2330,2755,1
2591,1460,1
385,145,1
1954,2809,2
1745,628,2
2075,93,2
1871,1158,2
1090,2756,1
1861,2437,2
1085,450,1
2235,2347,2
2886,431,1
2664,268,2
1165,2528,2
2672,2696,1
1164,2750,2
888,2876,2
453,50,2
554,1848,2
882,1898,2
784,1906,2
2965,775,1
2488,1551,1
1716,2174,2
22,2691,1
1136,1000,1
853,1884,2
1954,1389,2
2348,395,2
1765,1529,1
1813,665,1
608,81,1
1910,805,2
1132,2451,1
2697,484,2

2173,2485,1
388,2316,1
1018,371,1
128,1391,1
1273,2450,2
1063,1160,1
2329,826,1
2790,626,2
1115,2973,1
2120,1658,2
267,2800,2
2563,2827,1
2490,750,1
271,9,2
575,1087,1
1816,1043,1
1923,102,2
1599,2971,1
1002,499,2
1618,1138,2
2626,1186,1
2500,1657,2
2904,831,1
1067,1119,2
16,1866,1
2621,532,2
1554,1410,1
762,957,2
2176,1396,1
815,955,1
1344,2872,2
958,1456,1
338,212,2
2293,1486,1
243,2208,2
2277,1930,1
1537,1101,1
1875,1569,2
1824,180,1
2409,926,1
924,1652,1
2838,1902,2
2531,1394,2
1051,1277,2
1097,1016,2
146,911,2
2981,659,2
185,734,2
2775,534,1
2959,1461,2
2607,2003,1
1936,589,1
1055,2744,1
213,1130,2
2257,1158,2
1955,205,2
2333,1315,1
1162,632,1
1378,2722,1
145,2660,2
2270,1888,1
1205,1215,1
900,2451,2
1138,2540,1
1370,1222,1
1653,1669,1
912,265,1
2382,1124,2
1582,1283,1
2128,871,2
1450,750,2
2118,2763,2
153,2501,1
1659,884,1
1465,2782,2
2930,1889,1
990,633,2
862,1188,2
745,960,2
2396,333,1
1903,2608,2
82,775,1
797,1994,1
1890,2872,1
2579,527,1
954,2541,2
364,1735,2
993,2165,2
2988,130,2
295,2606,1
852,1425,1
483,2281,2
353,756,2
1556,2015,1
1234,2189,1
1092,2906,2
2259,629,1
973,2080,1
916,1495,1
1741,1372,1
2152,1500,1
2558,1036,1
2064,76,1
107,2199,2
1128,226,1
165,2642,1
2314,2882,2
1391,2180,1
310,2700,2
765,2992,1
2576,2305,2
2975,2022,2
1001,2938,2
2621,1495,2
2388,905,1
1455,2456,2
82,675,2
2892,868,2
227,380,2
561,1785,1
2982,2898,2
854,736,2
200,438,2
20,822,1
1310,2674,1
1028,2706,1
103,1094,1
1325,1135,1
1487,1553,2
2669,2439,1
533,1288,2
159,475,1
1404,976,2
1259,2195,1
1604,1823,2
1828,409,2
1999,2972,1
1845,2300,2
2874,2095,2
2612,2377,1
1219,1261,2
247,31,2
1648,2611,1
935,965,1
2960,1850,1
722,541,1
1417,2256,1
2221,1253,1
1206,2582,2
1488,509,2
1402,297,1
2662,613,2
741,839,1
2366,1705,1
2859,975,2
2963,812,1
923,540,1
914,1687,1
1131,2651,1
2947,2896,1
2018,1426,2
1540,473,1
1814,1197,1
1454,870,1
1833,1691,1
855,2478,2
1799,1015,1
1521,2516,1
383,1605,2
307,776,1
1452,2805,1
2895,2175,2
944,1721,1
507,1304,2
2437,914,1
334,115,1
468,991,1
2388,630,1
2034,105,1
313,515,2
2182,136,2
2584,1241,1
639,1690,2
2077,706,2
2836,2341,2
853,1296,2
1886,435,1
1294,1525,1
1106,273,1
314,986,1
2105,2440,1
1612,1364,1
2922,1917,1
2172,1844,1
2092,2506,2
1387,1348,1
2143,60,1
2620,2201,1
740,2405,1
564,1350,1
814,1953,1
1499,1363,1
733,245,2
2854,2538,2
442,1548,2
471,1808,1
2576,413,2
351,539,2
2869,1393,1
74,1496,1
2547,681,1
2817,1044,2
1406,628,2
141,142,1
411,2182,2
405,1190,2
2820,1876,1
534,724,2
895,1841,1
2670,765,1
2902,1282,1
2621,2009,1
707,2279,2
2937,963,2
1665,2912,2
860,782,1
2742,1650,2
1435,2848,1
2049,181,1
1705,2011,1
1775,186,1
1503,674,1
2130,2885,2
2049,2429,1
40,2854,1
2850,1121,2
453,1851,1
2767,2501,1
1157,2447,2
2398,120,1
2911,311,1
526,2552,1
567,76,2
2583,1969,1
1297,1300,1
2452,80,1
2739,1203,1
1002,1588,2
2036,1319,1
1926,2619,2
2290,1551,1
514,701,2
1010,2160,2
2376,1502,1
972,2924,1
1201,1808,1
288,2225,1
2073,2846,2
932,630,1
561,2004,2
98,1646,2
2358,2949,2
659,682,1
779,2829,1
154,2894,2
876,2580,2
2419,1946,1
696,2805,1
1747,2614,2
2995,1096,2
914,617,1
1237,272,1
1964,2464,1
1461,1533,1
844,2348,2
1065,348,2
1066,449,2
2021,218,1
803,1359,1
391,766,1
2200,2801,2
1190,1085,1
1772,2234,2
1088,488,1
2318,1,1
980,1919,1
1491,1425,2
2930,405,1
2480,2245,2
1704,1943,2
1481,1668,1
2271,1576,1
6,2808,2
1104,2225,1
1116,1078,2
2044,1703,1
2877,2044,1
1774,876,1
1874,1442,1
1888,905,2
931,367,1
2099,722,1
1923,711,2
1973,30,2
567,39,2
1357,909,1
1736,1782,1
2338,2609,1
452,2320,1
2585,2216,2
2240,90,2
1434,2282,2
439,369,1
1086,2941,2
1745,1899,1
2133,2066,2
1764,269,1
32,2051,1
2377,308,1
2951,784,1
2682,842,1
720,850,1
1980,923,2
2840,207,1
376,2134,1
144,530,2
2186,2112,2
634,2517,1
2726,1620,1
25,1752,2
454,228,1
2856,2065,2
2861,2652,2
441,2613,2
1891,2386,1
1137,1577,1
2893,490,1
66,2363,1
1737,1266,1
2114,1709,2
1262,1003,2
2104,787,2
148,2214,1
2980,1825,1
181,1618,1
1968,648,1
1089,1509,1
2415,1243,1
1113,1805,1
1870,645,2
275,1823,1
2927,2687,1
2601,210,2
818,419,1
2237,820,1
294,316,1
888,2345,1
431,792,2
2126,2964,2
884,473,2
1072,1013,2
1004,1163,2
1478,1872,1
394,46,2
252,2990,1
489,1293,2
1023,2248,2
399,2631,1
1341,2858,1
1488,1975,2
462,1850,1
2141,2656,2
2967,2398,2
2781,2327,1
1062,679,2
365,1711,1
619,278,1
2343,1818,2
735,1639,1
2069,1337,2
2787,819,1
1601,756,1
2332,152,1
756,498,2
2012,1667,2
2218,2637,1
2089,604,1
2879,225,2
2341,2150,1
1776,2209,2
1558,1089,1
1,881,2
2710,2252,1
1780,2558,2
516,2953,1
1561,2020,1
1242,2159,1
2083,2103,2
1027,379,1
1258,1285,2
2779,1664,1
676,87,2
1765,481,1
1956,1095,1
2817,2939,2
273,2463,1
1474,1064,2
2508,883,1
1122,2752,2
1245,1649,2
2639,495,1
2828,2756,1
174,588,1
1573,1620,1
58,675,2
2108,1515,2
2974,2385,2
2804,43,2
618,1098,1
2733,245,2
396,2692,1
680,2693,1
3,1214,1
1321,2131,1
1256,2204,2
1152,1394,2
580,1507,1
2035,81,1
1269,2125,2
2521,2634,1
2562,1166,2
1003,1894,2
773,0,1
2958,254,1
962,2703,2
2028,721,2
2728,2808,1
1494,2814,1
1733,192,1
1247,2157,1
1301,1379,1
151,1906,1
536,2169,2
246,491,2
2078,2839,1
2090,942,1
2636,1395,1
386,1002,1
389,2254,1
2101,2847,1
928,2748,1
2079,725,2
168,197,1
1748,2169,1
2137,1552,2
791,1352,1
608,2852,1
2789,1785,1
2769,859,1
501,2294,2
2027,293,1

2917,2073,1
1233,860,1
793,1823,2
1408,2433,1
1499,1511,2
2281,524,1
691,1216,1
480,2816,1
32,2364,1
759,2642,2
1915,315,1
1077,2457,2
176,1003,1
1258,1231,2
2314,1957,1
138,1689,1
568,2794,1
174,764,1
1082,1088,2
897,828,1
2993,2678,1
994,281,2
1660,1644,2
2415,1722,2
300,306,1
1560,1993,2
2982,1150,2
2111,2482,2
1056,1743,1
1149,1502,2
608,1588,2
2194,173,1
720,96,2
698,795,1
396,1914,1
2693,1727,2
2094,1919,2
2879,2101,2
2969,332,2
1463,2050,2
113,139,1
1407,1854,1
1821,1878,2
2222,1395,1
487,2390,2
1081,1851,2
721,99,2
922,648,1
1820,1832,2
2067,431,1
2316,311,2
645,2138,1
52,2516,1
406,381,2
1545,2024,1
716,1834,2
356,1773,1
2736,1176,1
330,1785,1
394,1912,2
1147,1519,1
1237,2029,1
2892,1157,2
335,2882,2
1775,2932,2
427,1749,2
1023,2672,1
1855,753,2
1258,2464,2
1017,780,1
1613,2913,2
2452,1001,1
1776,364,1
2856,1508,2
1908,2107,1
1410,250,1
1311,2376,2
1303,2425,2
314,894,1
2583,2316,1
693,1582,2
2770,819,1
1087,2820,1
2397,824,1
424,661,1
1316,544,1
1597,1876,1
1518,2730,2
2921,1722,1
2802,2130,1
1567,178,1
882,1724,2
179,125,1
1661,1933,1
371,2494,1
308,536,1
1277,782,2
103,2609,1
2734,982,2
1515,2335,1
1223,1921,1
1580,1650,1
1851,949,2
2035,1211,1
1978,1831,2
1166,655,1
507,2015,2
618,1940,1
420,1033,1
907,2489,2
974,1384,2
571,971,1
1932,2827,1
2228,2206,2
913,362,2
1227,2245,2
2162,2454,2
1744,1732,1
1192,2974,1
741,2870,1
2570,856,1
279,520,2
729,2404,2
1935,1082,2
300,2023,1
2513,2421,2
1535,2976,1
1110,1442,1
930,2970,1
169,2157,1
195,1717,1
1168,1737,1
172,634,2
2379,459,1
2932,1489,1
2782,1404,1
2322,510,1
946,1951,1
2626,920,1
1071,2276,1
602,1872,1
1175,1681,1
482,1554,2
2332,1599,2
2181,1466,1
2177,235,1
2796,1329,2
1401,1849,2
299,1111,1
2103,438,2
2105,1484,2
2671,986,1
953,369,2
2613,1548,2
1791,318,2
1629,1443,2
469,153,1
2088,1982,1
2257,2295,2
386,2621,1
1090,1883,2
1393,2556,1
1034,742,1
1384,1090,1
261,1309,1
2300,2311,1
260,1937,1
2695,2488,2
106,2077,1
1615,1608,1
554,2968,2
1558,2520,2
2791,694,1
1270,1400,1
2699,2553,1
1924,2017,1
1405,2499,2
2719,478,1
931,189,1
460,188,1
316,1124,2
919,2384,2
1432,446,2
238,625,1
140,1179,1
1515,1823,1
88,576,1
344,2543,2
2361,275,1
1899,1140,1
1750,771,1
963,2648,1
2765,1387,2
233,1080,1
1779,684,2
2405,921,2
1803,186,2
2408,1641,2
2936,1426,2
1102,2961,1
2013,2490,1
1944,3,1
2565,2530,2
379,2801,1
1523,1428,2
210,2909,1
218,1763,2
436,2288,2
1527,428,2
442,2805,1
257,1782,1
2365,669,1
713,1611,2
2054,217,1
1213,6,2
2674,575,2
1752,487,1
2565,2980,1
979,2703,1
900,540,1
1519,1345,1
1412,1889,1
2546,31,1
2834,2778,2
2179,889,1
2109,1869,1
95,1453,2
1762,1863,2
374,2959,1
1045,1593,1
2805,2051,2
231,1509,1
2593,2943,2
385,1719,2
2207,2786,1
1808,363,1
2664,326,2
2269,832,2
592,1910,1
2844,772,1
1002,2638,2
1415,799,1
2536,2574,2
915,1365,1
1183,1020,2
241,1539,1
40,280,1
400,714,2
1409,2034,2
600,679,1
2719,2600,1
1207,1841,1
724,1222,2
1375,1280,1
1231,511,1
1592,179,1
1596,1269,1
2792,1513,1
1670,2444,1
2570,1046,1
1410,2800,1
264,1605,1
722,1365,1
542,1610,1
2234,923,1
2075,788,2
467,1164,1
2917,774,2
1677,2940,2
421,909,1
2344,2153,2
1317,2872,2
2280,1742,2
1312,338,2
2128,1762,2
818,1825,1
2875,63,2
1815,490,2
2956,141,2
2435,128,1
2540,257,1
2542,2344,1
2162,2829,1
194,1698,2
2449,1857,1
2491,472,2
2380,1212,1
1520,1825,1
2409,2394,1
948,2891,2
2014,1276,2
1237,2529,1
838,1615,2
1330,2821,2
347,2751,1
2586,1800,1
1977,775,1
615,789,1
2198,907,1
157,2195,1
810,2668,1
2247,2332,2
2398,1314,1
26,441,1
1812,2904,2
315,69,2
1226,2779,2
2194,1,1
50,2282,2
2303,1253,2
2388,1351,1
1517,239,1
1336,1101,2
2052,1456,1
2511,2149,1
2324,919,2
227,2330,2
25,600,2
725,924,1
643,1862,1
2567,1590,1
2531,591,2
1093,2561,2
2761,1582,1
2989,1619,1
2882,2549,1
1897,2335,2
2661,2350,2
1939,2964,1
1875,1723,2
656,1347,1
1395,1906,2
2521,292,1
1016,881,2
927,1561,1
839,2338,2
2673,1452,2
252,378,1
402,1298,2
2411,1655,1
902,503,1
2472,2428,1
1750,2220,1
2927,2652,1
777,1380,1
2181,362,1
2558,2297,1
725,1124,1
2193,1830,1
24,2228,1
2924,2777,2
2712,2190,1
1458,607,2
221,1713,2
406,2472,2
2343,1259,2
1301,2829,1
2887,2061,1
1200,1809,2
2655,1260,1
2857,685,1
1294,653,1
613,2010,1
287,545,1
53,2251,2
1681,2966,1
2947,2710,1
1757,766,1
2366,346,1
2741,1543,2
1686,669,2
754,896,1
2273,1924,2
1392,52,2
1896,655,1
993,123,2
2680,190,1
48,1972,1
2791,1926,1
1640,978,1
400,1067,1
2497,1236,2
1263,1026,1
2590,2340,1
2913,539,1
1465,378,2
776,2512,1
2537,551,1
498,1496,1
553,2598,1
974,1010,1
1956,193,1
2702,529,1
1621,1758,2
1638,704,1
1530,744,1
1023,1964,1
2666,2864,1
1148,310,1
1778,2035,2
2657,1762,1
2214,1466,1
423,1978,1
2127,1671,2
254,2453,1
1268,1777,1
740,275,1
66,291,1
1981,2456,1
1514,2772,2
2829,342,1
596,480,1
1143,533,1
700,1920,1
1615,2152,2
1833,2420,1
2811,622,1
1324,2408,2
1813,2292,1
1119,866,1
1351,2218,1
652,1120,2
2508,2465,1
1608,1494,2
816,211,1
2515,1234,1
361,2591,2
2335,2676,2
2171,2810,2
2295,2792,1
1625,971,2
206,2861,2
901,14,2
1338,2827,2
2415,298,2
2255,131,1
416,1052,2
1576,1023,2
683,2931,1
53,693,2
2652,2047,2
1138,2654,1
2461,953,1
1481,1335,1
2701,491,2
1957,678,2
1881,264,1
68,2796,1
2653,826,1
2782,814,1
895,2020,1
1166,344,1
828,663,1
