author_institute_type,question_type,collaborator_institute_type,clarity,interest,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143
nat,semnet,same,4.0,3.0,23.888170126849246,0.8326756849124045,23.786987644685436,0.826847387394746,23.494625438592657,0.8137926902981508,25.99788736575368,0.9541992874522346,27.538988415133215,1.0078486300249,1.9997563530930975,1.367021578994388,1.999788839347351,1.3920684810239667,29.918819590253673,0.663977207942769,30.12444778132848,0.6615358389796241,30.412442638844528,0.6528636656073782,198.60125528686993,0.3909500066739,175.38643355167798,0.4454948493646122,145.7924242997449,0.4474518738983617,98.50782915163843,0.3345824644154364,88.54080206787455,0.3289890979193862,79.11206962832375,0.3165005736304178,175.06630722077531,0.4266777195420197,150.38667816941597,0.4388646163368459,123.01606789840116,0.4278796352406229,135.76344812907527,0.32597718332086173,124.30707561916587,0.3224454429268885,111.96667264701472,0.31955823774322134,1.2735758952026117,1.0441423795130704,1.1247992346729443,1.1014411776334547,0.9943391128784327,1.0692632764087822,0.6508939707618986,0.9207428027814626,0.6423236227508722,0.9200926366554422,0.6440774513709402,0.9028354539610767,1.0815386263828506,1.0978299779651766,0.9700386226585379,1.091314267275045,0.8525675242304015,1.039028155644617,198.9788327777539,0.39096549024490274,187.73800151390216,0.4177681849562271,1.9998375687287318,1.4682893550666374,1.999805082474478,1.4802686613226779,308.9245401140471,0.37935882944827726,296.0184762723268,0.3692043972335293,1.9999512706186195,1.4901607257429201,1.9999512706186195,1.4792697090043776,12.336625193983362,12.474462248023373,12.58232075927736,4.118555664591809,4.208455748390103,4.3457404920215135,3.0485306245809918,3.1037977890116104,3.187009654285874,6.644337644102757,6.7158935785139215,6.828934230044492,26.05084755770242,25.86244614658713,25.26234385874849,1.4215955703470906,1.4493274093905946,1.4905008626922407,1.3766692986589004,1.4048711583333477,1.4462887259905646,1.3410758960831812,1.222241459845503,1.100826149150438,6.610422276278186,6.821305474082563,6.163386958078036,1.1558454204013158,1.1090818694257836,1.0277840573666024,0.7842665277391051,0.7797000360422486,0.772085675306019,99.46159380457897,85.4139217307435,69.86731387920214,1.0863047610931855,1.0270051906262492,0.9422558332440971,3.8430060028999433,4.178484549080843,4.131741245540338,119.56754412339983,105.77511183886855,87.94396746263845,3.1170170487480284,3.074698795824639,2.983160514830943,59.39909675359299,53.36846917008194,47.655251560339096,4.036319539346885,4.038270660852153,3.8845740685853443,105.54301030006626,90.75058350795297,74.25432213576939,2.979555144031207,2.9441071724778163,2.92113600661611,82.05315747952476,75.11297981893073,67.63544602826353,2.4179149,1.0,0.35931545741166826
nat,semnet,nat,1.0,1.0,23.888170126849246,0.24573184656970518,23.786987644685436,0.2175710057825762,23.494625438592657,0.17997732546140463,25.99788736575368,0.8329027678608488,27.538988415133215,0.855720534926802,1.9997563530930975,1.309090466096533,1.999788839347351,1.320460655085317,29.918819590253673,0.30799507961297573,30.12444778132848,0.2919714472876292,30.412442638844528,0.26699019372402727,198.60125528686993,0.19262900711978367,175.38643355167798,0.21148362302138454,145.7924242997449,0.17097611815496444,98.50782915163843,0.07880951620638145,88.54080206787455,0.06753215460089224,79.11206962832375,0.05209777705815045,175.06630722077531,0.19247823759238467,150.38667816941597,0.18045728548359358,123.01606789840116,0.14726863546253513,135.76344812907527,0.03334972186432086,124.30707561916587,0.029978711450499903,111.96667264701472,0.024408091014464613,1.2735758952026117,5.028693557034209,1.1247992346729443,5.623913661687127,0.9943391128784327,5.3492140445426735,0.6508939707618986,2.1198679316182694,0.6423236227508722,2.0314397030075213,0.6440774513709402,1.9456714227488114,1.0815386263828506,4.840739815699717,0.9700386226585379,4.82655175687204,0.8525675242304015,4.682008152958061,198.9788327777539,0.19248913493680891,187.73800151390216,0.20169684554387926,1.9998375687287318,1.2753940988719148,1.999805082474478,1.279389908145116,308.9245401140471,0.08430196209961717,296.0184762723268,0.0935654979290451,1.9999512706186195,1.0691713568696246,1.9999512706186195,1.0900518967911703,3.611910046903141,3.2331363037718908,2.7423006783040402,1.1963010661267095,1.0743640465265085,0.9334013332537795,1.643002926533145,1.5682228231878306,1.477017677642027,6.59184046418975,6.615007269837417,6.729816762830775,7.687894568139736,6.805268427877757,5.586986878584678,0.42633638507037847,0.38517159039108795,0.33354969490642594,0.4040334660011498,0.3651764598712807,0.3163375834335767,1.3426263375414025,1.2234859439852297,1.101640686876291,3.2641079664804775,3.245801115094295,2.361302488798485,3.1429399180953657,3.3621144751202063,3.1594278219977143,1.382645057020574,1.3343008618294956,1.2925795637593396,99.32885998760709,85.26758323180965,69.7084925097372,2.9519555596600977,2.8879715049197103,2.7569243638293215,1.8935270956817345,1.9835943163851268,1.578782257024829,119.56754412339983,105.77511183886855,87.94396746263845,0.7342004789404069,0.6311486786157455,0.49104502291304314,59.39909675359299,53.36846917008194,47.655251560339096,1.820820810908745,1.6605015177302058,1.3370019868134149,105.54301030006626,90.75058350795297,74.25432213576939,0.3048291120272649,0.2737223965763159,0.22311849639253484,82.05315747952476,75.11297981893073,67.63544602826353,2.3684158,0.9999999999999999,0.5260449656524636
nat,gpt,same,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nat,random,nat,2.0,2.0,23.888170126849246,4.5441887711286295,23.786987644685436,4.646556542390456,23.494625438592657,4.785592984307463,25.99788736575368,2.4097575225488637,27.538988415133215,2.3047406407361866,1.9997563530930975,1.7521298800445062,1.999788839347351,1.7386074767114166,29.918819590253673,4.744144794626485,30.12444778132848,4.8234480184706445,30.412442638844528,4.962557110345923,198.60125528686993,1.6878255460542166,175.38643355167798,1.8648871076429192,145.7924242997449,1.902504279839327,98.50782915163843,2.257796727834415,88.54080206787455,2.3143423808816324,79.11206962832375,2.3626374785881996,175.06630722077531,1.8140016320348231,150.38667816941597,1.9214393138337549,123.01606789840116,1.9958297577119997,135.76344812907527,3.159068751500668,124.30707561916587,3.261056344411937,111.96667264701472,3.3900960873628696,1.2735758952026117,0.4651512360448372,1.1247992346729443,0.4558994926389883,0.9943391128784327,0.4285504665338428,0.6508939707618986,0.6411329857241622,0.6423236227508722,0.6399935511874564,0.6440774513709402,0.6352858795457775,1.0815386263828506,0.48161601403575566,0.9700386226585379,0.4724369740627469,0.8525675242304015,0.45684323970455964,198.9788327777539,1.687797422665208,187.73800151390216,1.7754769584485217,1.9998375687287318,1.7864759723541976,1.999805082474478,1.7928026703700997,308.9245401140471,1.6175438977864043,296.0184762723268,1.6032574510003945,1.9999512706186195,1.7885713357535593,1.9999512706186195,1.7858506119598145,63.39146180291154,65.78469740056605,68.64550521465888,19.926602222493138,20.8268214483208,21.996041013441772,6.705554827510392,6.904679650048699,7.170075770352286,6.2561277561375,6.302327769765413,6.3355206219434885,142.16815873823467,145.3367576370827,148.5578538353507,6.351274616258197,6.616340422816836,6.989683704958439,6.897128287893756,7.196117367726827,7.620275965577519,1.322288748349381,1.2037255587266253,1.082186050143018,27.956787891345133,27.896909150066353,25.508338285486527,0.8671027078243211,0.7874820211667197,0.7086749039955025,0.64473771037064,0.6399208538172926,0.6385479737791594,100.24786709924464,86.25351770920362,70.75474874775888,0.7791533404784572,0.7186687599289162,0.6522535146156848,16.591184536657686,17.491564663833774,17.567599693670534,119.56754412339983,105.77511183886855,87.94396746263845,21.03395019689112,21.629609542156707,22.26892278942361,59.39909675359299,53.36846917008194,47.655251560339096,17.160235691819917,17.68037731642321,18.119461370857362,105.54301030006626,90.75058350795297,74.25432213576939,28.875087062817975,29.775267674086457,30.98944285279699,82.05315747952476,75.11297981893073,67.63544602826353,2.43887,0.9999999999999999,0.5260449656524636
nat,semnet,nat,1.0,1.0,23.888170126849246,0.8667228684732673,23.786987644685436,0.7919429479643861,23.494625438592657,0.6912113228426611,25.99788736575368,2.4259303918277153,27.538988415133215,2.4949007596088095,1.9997563530930975,1.754598835367785,1.999788839347351,1.7677476467769575,29.918819590253673,0.607352365034549,30.12444778132848,0.5640539294328986,30.412442638844528,0.5079695225740838,198.60125528686993,0.4264500647511852,175.38643355167798,0.3697898422830441,145.7924242997449,0.3145679709791543,98.50782915163843,0.17081699218884014,88.54080206787455,0.1454584402969086,79.11206962832375,0.12141347475389039,175.06630722077531,0.3730059032902971,150.38667816941597,0.3219395482823577,123.01606789840116,0.2696449022082416,135.76344812907527,0.21121490514069877,124.30707561916587,0.18579829305949358,111.96667264701472,0.15808932795522465,1.2735758952026117,1.7577994462891533,1.1247992346729443,1.5866755244391728,0.9943391128784327,1.5194985341158251,0.6508939707618986,0.7254857187985047,0.6423236227508722,0.7059980456275049,0.6440774513709402,0.7000812665101437,1.0815386263828506,1.4811991899918653,0.9700386226585379,1.3893386578954556,0.8525675242304015,1.3235653152489224,198.9788327777539,0.42643977094476565,187.73800151390216,0.3980978249256912,1.9998375687287318,1.4917119443835327,1.999805082474478,1.4674609555831688,308.9245401140471,0.5953826073285462,296.0184762723268,0.5689793792982473,1.9999512706186195,1.59665878875001,1.9999512706186195,1.5832257226161182,13.111477518234544,12.381517877894407,11.101185098802986,4.469419257741736,4.328708487279367,3.9827579460918234,3.1757305002025795,3.1478295413474022,3.051008665450479,6.784261592518137,6.959648793384555,7.093563527490347,27.116037768950697,24.770691853344708,21.45708400294708,1.5088066802115134,1.4405716506677129,1.3217106945384425,1.4639276405767756,1.396126641581361,1.2781913247640928,1.3424472096552884,1.223056211457287,1.1014097005875245,7.216764806902948,5.66834430518752,4.339229045535622,1.5117459892361371,1.3508188415380373,1.2520252301515777,0.686830785683689,0.6728593914086842,0.6708882496464423,99.43117501383016,85.34770596631324,69.77775553324636,1.27739487749216,1.175486606688032,1.0839916181500862,4.191968616956375,3.4684152793023997,2.904700004710979,119.56754412339983,105.77511183886855,87.94396746263845,1.5913549976348038,1.3594398539401589,1.1443767058607945,59.39909675359299,53.36846917008194,47.655251560339096,3.5285906593819467,2.9623692227645404,2.4480146017122735,105.54301030006626,90.75058350795297,74.25432213576939,1.9305843761726778,1.6964422950601905,1.445121338173187,82.05315747952476,75.11297981893073,67.63544602826353,2.4541752,1.0,0.5469993378851762
nat,gpt,nat,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nat,gpt,nat,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nat,random,soc,5.0,5.0,1.6320443424283129,4.62079493414057,1.6420599616460385,4.657415701324345,1.632095063011052,4.69498936488384,1.4232124965389261,3.857229323006067,1.6315738199271024,3.9325112582858366,1.5382566251654768,1.8938998936075173,1.5983074661533838,1.900413387585378,1.1990755343302892,3.323337730671939,1.2049504527116968,3.359036298042388,1.2009329052469713,3.3967239299980494,1.017069174450491,6.784854981724512,1.0943511246345703,7.3026214523297215,1.1329362079796104,7.786434982545952,1.127013905996263,7.005725608466144,1.1379643210528976,7.027412638378598,1.1427469791647147,6.997662246214369,1.0784069168843662,7.26732255639335,1.1486789016540924,7.535307806865911,1.178552743733527,7.656556233935467,1.0204360974367195,8.175259269563517,1.0279909310177233,8.077519787569578,1.0258908407925742,7.895829688633037,0.8677415231417214,0.7225447269855483,0.8486766826871474,0.7207350171301661,0.8433204697787033,0.7530593880663093,0.9907539705005209,0.7687302100069074,0.9982645629965735,0.7845555824052234,1.015390394751007,0.8078659910634733,0.8863784215876113,0.7455816745666763,0.8959522621748922,0.7479946234193874,0.891463544183174,0.7524738662625392,1.0166300190441728,6.787113012888541,1.054633918560269,7.042821098471593,1.6908364398313964,1.9441886151921968,1.695189597901388,1.946625084261222,0.9062460925708845,9.652574660406165,0.9837021268756363,10.057026628751686,1.6832996288445452,1.9626976585532248,1.698072752966401,1.964338214393035,16.119368824185976,16.637042253084925,17.165042481042132,18.54634698224119,19.25139162331495,20.180610272892714,6.469150912235443,6.638395167459355,6.8678157035886205,4.429424306031481,4.510185857528257,4.645210443016376,9.876697236312351,10.056313612562041,10.124448972497309,7.343680667210625,7.552585930450345,7.812129435214938,8.174578441502922,8.40016727492899,8.67725113677563,0.7781419345887562,0.7989114090278511,0.8450162365602611,8.694745111406744,9.549506042293743,10.489629615083636,0.7930752841659636,0.7818589817659467,0.7950823162019063,0.8780047477174754,0.8896892382282451,0.9100125372575161,4.729987099805438,4.9178232501770225,5.000531370171305,0.8134493719096418,0.819045585481281,0.8188904378249664,9.997705271912112,10.264381893700138,10.461458610716887,4.084810270843482,4.404192417821743,4.6968831751305835,10.499419224806172,10.635299314660266,10.770905175885245,4.224372588759695,4.235812709819915,4.215227287622902,10.201598796063996,10.569720443648686,10.699680587024853,4.381283364000178,4.547168597039905,4.621610841234397,9.327173123893076,9.386131947715763,9.377842032990849,4.940989975767852,4.880869232653569,4.769615369722601,1.8651968,1.0,0.39449647030365204
nat,random,soc,5.0,5.0,1.4410840520217347,1.6039184081823827,1.4586177410842587,1.565270194899247,1.4623670157649893,1.5267324829573368,1.0754958070436205,2.4097575225488637,1.2436471774269522,2.3199534502459964,1.4182605235159873,1.7521298800445062,1.4835578945658618,1.741344443632288,1.1576474039347107,1.3360268015298356,1.1711086962578454,1.3059594746179073,1.1804007024946968,1.2847198672476368,0.6647648006202177,1.4165571697758899,0.7624137858923102,1.5467421790977058,0.7843134454993645,1.97061386284151,0.8299855134104016,1.178671017750326,0.846334700041129,1.1550106960489013,0.8553540650648924,1.1126197293002793,0.7348015355999388,1.628873524943906,0.8241019458216334,1.758154481954154,0.8715020117778347,1.8279071838817176,1.0384187905988533,1.4526746494429172,1.06668438416895,1.4334007149355301,1.0889763683376519,1.3875060968991806,0.5573412384838117,0.8489682525791521,0.5698094771603763,0.8602509816650282,0.5499960145918301,1.0845634664087223,0.7170019451804784,0.7278579115227137,0.7155047189240329,0.7266490020662568,0.7159976381534315,0.7309639821916357,0.5934987932202934,0.9404621683477302,0.6194703319971137,0.9834786236931112,0.6210200981194716,1.0222919862606903,0.6651801832497503,1.4171750618831314,0.7132775167995851,1.4825399044553107,1.599087136255472,1.7559064071014951,1.6105304193163268,1.7622331051173972,0.6111892252222244,1.7439968409358302,0.69794803860585,1.8915403365115064,1.6024738282614168,1.8004694263739656,1.62793493003273,1.8115959684558471,8.346440784059961,8.477854332477833,8.42487561329236,16.223405179121176,16.744994048152268,16.685232422240873,6.050469827303755,6.19119575244675,6.244786787561804,2.597426163834732,2.5873297945955196,2.5445622327936523,3.0271551134378907,3.002172214038766,2.949922868031107,7.808303502559938,8.01759687094057,8.116173141560441,8.794907749004633,9.0186611005812,9.078141891591711,0.7662860552732527,0.8001633836192691,0.9402737620273665,4.379882636138174,5.132200543060861,6.620954247423418,0.7013261286518663,0.7124361404538566,0.8140978049410342,0.721003250853859,0.7196848480454615,0.7221986033830591,1.3396255630262253,1.4623560726982172,1.5278227351742122,0.7646017716130791,0.7986196375409689,0.8185789457131932,6.5345826210229685,7.151001249286961,7.242298895674473,0.8528358073862331,0.9328362728337708,1.188701006019702,7.732261163280346,7.909758407005639,8.062097467416702,0.7107251720696665,0.696189228960758,0.6702159776618734,6.951133513293384,7.583082767393447,7.912071145354489,0.9820062920722782,1.0609553125092601,1.1033518725239972,9.491541762731307,9.739424808413101,9.954517531359246,0.8779722629313937,0.8661373331896891,0.8381475622354597,1.789752,0.9660917830792958,0.3714956052822877
nat,gpt,same,4.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nat,gpt,nat,4.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nat,gpt,nat,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nat,random,same,5.0,5.0,23.948862932327305,5.561903497132679,23.85408173381268,5.543212808645921,23.577849577701233,5.525180900326538,25.92510945399885,5.951615894617328,27.39066352241257,5.902570089806208,1.9997401099659706,1.9656132998724916,1.9997725962202244,1.9650529119866156,30.028334824846333,3.840341303788147,30.240628319287293,3.821552583852601,30.55444226862365,3.8053462211479645,199.3346235752513,16.520109305002972,176.15574354266883,16.690042330444165,146.53285270465008,17.178711370514506,99.40545252031886,14.560470133226383,89.45471346879269,14.366025561745213,80.04134399259205,14.115586816805711,175.81485720191756,16.780453692123558,151.12831717250444,17.051250074801185,123.71648533275494,17.187238725559304,136.80546345830655,10.70395288621702,125.37480577233892,10.389715055606391,113.05377146988972,9.966762333937227,1.2685424352140937,1.3436755936594784,1.1201118699853305,1.2806447284101214,0.9897791184907444,1.3162088853850664,0.6518221656602758,1.220263353413178,0.6434269506935948,1.246922007491647,0.6453769328293005,1.2910080685468204,1.0778900272805494,1.3148670220090868,0.9665205283955898,1.3159157844469673,0.849177024891093,1.3381590137906134,199.71226727323628,16.52053717048637,188.49001450891572,16.60715538716522,1.9998538118558584,1.9809143256259696,1.9998213256016049,1.9812716744227599,309.57788032031914,15.45360342738607,296.7568850667938,15.668427707253066,1.9999675137457464,1.9785834368832689,1.9999675137457464,1.9791194600784543,86.44179314953328,88.66229021945298,91.1704990214771,30.196051165008,31.622597488153996,33.487487420685795,8.254545550465007,8.50806515344082,8.846933574723758,6.969979879279475,7.120077560079704,7.288091094224626,174.45018682768816,173.87175937899215,172.12423634868082,8.344230558680463,8.624929216835861,9.020784234291048,9.52897480379938,9.847930803930232,10.30483505383834,1.3420957551433161,1.2305635875594927,1.1248152124498476,258.65821818981556,235.62300776804378,217.07640997771762,1.3027123609894542,1.1960233950771764,1.1485050216872594,0.9341942326560675,0.9433498544040455,0.9664765975425376,109.15442909199105,95.24166880656902,79.74927011182805,1.1926680826716787,1.1371531541300868,1.0895722397975927,162.39129848805817,156.54296362961696,158.62709367244747,120.00906723992335,106.23908073707777,88.39060391759936,135.6473768652151,134.26342020095595,133.04576592879846,59.94035340074192,53.91933443541686,48.21502459883796,158.7410591519149,156.89932691012802,156.03711035779347,105.99429198655422,91.19812429482184,74.67710448191762,97.83819087792743,94.86390732508251,91.10786355770246,82.68293411737358,75.75815945209222,68.29212727120579,1.9998145,1.0,0.41088130717342763
nat,random,nat,5.0,2.0,7.01371981353773,5.512683112202302,7.122832606422094,5.616899958554458,7.261408630005464,5.702698399016261,4.73865069870347,3.339697506082821,4.7159709480410426,3.749957544168119,1.9352467737088743,1.8573122497543226,1.9358071615947503,1.889433033647638,5.469285903635487,3.5919295233522943,5.562877423610354,3.6426339820366054,5.688723099287356,3.679748478525657,15.6185276612596,4.210276930111104,16.88620105324661,4.503528427340165,18.19824863359873,4.809624908960853,22.432992350691272,6.104130694059852,23.109241966272073,6.292206048503053,23.77936267097416,6.484380738152819,16.831164304720016,4.491194129580109,18.276941276918233,4.718204889017776,19.52059554773706,4.944566300573085,16.08502859644244,6.5483159754766485,16.3342146645061,6.672703425412432,16.600130453483647,6.793334992964297,0.8453644000438341,0.5597662839332085,0.8241543626974493,0.5380541069389856,0.8371560707295288,0.5406503826376285,1.2510876321037392,0.8362123094302992,1.2758327123048598,0.8503689719059226,1.3057884742394157,0.8701008588217245,0.8776364367014673,0.5752472135394686,0.8971824446979705,0.5669574716897345,0.9125092575745528,0.5648080662567154,15.616167533403791,4.208267518466861,16.239017033670656,4.35479074506798,1.979403714803174,1.9067644502919703,1.9806544355919402,1.9102729657513664,12.318624211806558,4.668221151266301,12.616169436973136,4.898280256447578,1.9718587822527593,1.9164778403138172,1.97290646395244,1.9201812732987356,50.84739582920739,53.23056854957499,56.13650800292976,35.9945671290933,37.67182735617057,39.94055551287182,9.012319291799953,9.286250195769627,9.661810943450702,4.136536807967913,4.2186330146809725,4.347813957335743,50.63776538244422,52.60829426882401,54.71326254288148,11.563394838078846,11.94881264726924,12.468981001039783,14.406027905336561,14.868618141268634,15.502192293662198,0.8035066391087371,0.8054285946284176,0.8313068337557824,33.6629667090054,35.96467653411937,39.692722768169226,0.7007382579055972,0.6786332274360315,0.6862211026014141,1.0415889377583165,1.0610485648953538,1.0860165296423707,12.084561410071384,13.022367289566265,13.846893072627413,0.7241888423199189,0.7294623357680908,0.7358923900822951,41.38667154387418,42.2404972287027,44.41176084211837,9.403107712399548,10.184024891608793,10.977430366476263,56.866935553281415,58.806320582554534,61.11821017985268,13.526838369974978,13.929226284572337,14.324129242905025,42.486152404869046,43.41518469692587,44.89004021143844,10.147079559603364,11.029188926910134,11.782920839909014,59.85409270276531,60.92551296818417,62.099026434420736,9.721522270351755,9.87000563195585,10.027601971243023,1.9835941,0.9999999999999999,0.4027263183057512
nat,gpt,nat,4.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
